metric_name,month,day_of_month,avg_precip_mtd,min_precip_mtd,max_precip_mtd,p10_precip_mtd,p25_precip_mtd,p50_precip_mtd,p75_precip_mtd,p90_precip_mtd
precip,Feb,4,0.1716666666666667,0.0,1.1,0.0,0.0,0.065,0.265,0.4540000000000001
precip,Feb,5,0.21666666666666667,0.0,1.1,0.0,0.0,0.065,0.3325,0.5910000000000001
precip,Feb,6,0.258,0.0,1.23,0.0,0.0175,0.09,0.44000000000000006,0.6970000000000002
precip,Feb,7,0.31966666666666665,0.0,2.02,0.0,0.0425,0.11,0.51,0.7030000000000003
precip,Feb,8,0.35666666666666663,0.0,2.33,0.019000000000000003,0.0625,0.195,0.51,0.7030000000000003
precip,Feb,9,0.3796666666666667,0.0,2.4,0.03700000000000001,0.07250000000000001,0.21000000000000002,0.51,0.7030000000000003
precip,Feb,10,0.42300000000000004,0.0,2.4,0.05700000000000001,0.08,0.275,0.64,0.8200000000000001
precip,Feb,11,0.481,0.0,2.4,0.07,0.17250000000000001,0.33499999999999996,0.6675,0.8200000000000001
precip,Feb,12,0.535,0.0,2.4,0.07,0.1975,0.525,0.72,0.8290000000000002
precip,Feb,13,0.5696666666666667,0.0,2.4,0.07,0.2125,0.6,0.8150000000000001,0.8830000000000001
